zpid_index,zpid,homeStatus,resoFacts.homeType,yearBuilt,bedrooms,bathrooms,resoFacts.architecturalStyle,datePosted,pageViewCount,favoriteCount,longitude,latitude,address.state,address.zipcode,address.city,address.streetAddress,price,zestimate,rentZestimate,livingArea,resoFacts.pricePerSquareFoot,resoFacts.lotSize,annualHomeownersInsurance,propertyTaxRate,resoFacts.taxAnnualAmount,dateSold,resoFacts.heating,resoFacts.hasCooling,resoFacts.garageSpaces,resoFacts.hasGarage,resoFacts.basement,resoFacts.hasPrivatePool,resoFacts.hasFireplace,resoFacts.hasSpa,listed_by.business_name,yearsOld
25638134,25638134,FOR_SALE,SingleFamily,1997,4,3,0,2022-07-15,659,8,-117.62273,33.653053,CA,92688,Rancho Santa Margarita,32 Calle San Luis Rey,1149000,1139600,3614,1734,663.0,"3,015 sqft",4826,0.69,0.0,2022-06-01,['Central'],True,2,True,0,False,False,False,Century 21 Excellence,25
25634111,25634111,FOR_SALE,SingleFamily,1989,3,2,0,2022-06-23,905,14,-117.59602,33.645027,CA,92688,Rancho Santa Margarita,18 Eneldo,973000,968200,3300,1299,749.0,"3,998 sqft",4087,0.69,0.0,2022-06-21,['Natural Gas'],True,2,True,0,False,True,False,Opendoor Brokerage Inc.,33
51670680,51670680,FOR_SALE,SingleFamily,2000,4,3,Spanish,2022-07-10,1669,38,-117.6043,33.625786,CA,92688,Rancho Santa Margarita,1 Teaberry Ln,1425000,1402057,6139,3484,409.0,"6,373 sqft",5985,0.69,0.0,2001-01-31,"['Central', 'ENERGY STAR Qualified Equipment', 'Fireplace(s)', 'Forced Air', 'Natural Gas', 'Zoned']",True,2,True,0,False,True,False,Keller Williams OC Coastal Realty,22
25631040,25631040,FOR_SALE,SingleFamily,1996,3,3,0,2022-06-18,1687,53,-117.59415,33.633877,CA,92688,Rancho Santa Margarita,30 Santa Fe,874999,870000,3298,1400,625.0,"2,831 sqft",3675,0.69,0.0,2018-09-05,['Forced Air'],True,2,True,0,False,True,True,Coldwell Banker Realty,26
59727277,59727277,FOR_SALE,SingleFamily,2001,2,2,0,2022-09-08,339,11,-117.581184,33.460526,CA,92673,San Clemente,40 Camino Del Prad,1548800,1548963,5949,2554,606.0,"8,962 sqft",6505,0.69,0.0,2019-05-03,"['Forced Air', 'Natural Gas']",True,2,True,0,False,True,False,Pacific Sotheby's Int'l Realty,21
54974348,54974348,FOR_SALE,SingleFamily,2001,3,3,Mediterranean,2022-09-08,403,15,-117.609215,33.454674,CA,92673,San Clemente,11 Via Pacifica,1299900,1299906,5400,2132,610.0,"3,629 sqft",5460,0.69,0.0,2016-07-28,['Central'],True,2,True,0,False,True,True,Coldwell Banker Realty,21
25142713,25142713,FOR_SALE,SingleFamily,1969,3,2,0,2022-09-06,393,12,-117.6153,33.4342,CA,92672,San Clemente,180 Avenida La Cuesta,1950000,0,0,2448,797.0,0.48 Acres,8190,0.69,0.0,2000-06-22,['Central'],True,3,True,0,False,True,False,Keller Williams Realty,53
61499516,61499516,FOR_SALE,SingleFamily,2003,5,5,Spanish,2022-09-08,454,9,-117.62247,33.456055,CA,92673,San Clemente,1206 Vista Jardin,2299900,2240800,7427,2881,798.0,"4,647 sqft",9660,0.69,0.0,2022-03-15,['Central'],True,2,True,0,False,True,True,eXp Realty of California Inc,19
63114830,63114830,FOR_SALE,SingleFamily,2005,5,6,Spanish,2022-09-06,790,37,-117.6049,33.480255,CA,92673,San Clemente,44 Via Divertirse,2775000,2743742,9761,4706,590.0,"9,676 sqft",11655,0.69,0.0,2012-03-22,0,True,4,True,0,True,True,True,Cove Canyon,17
25142778,25142778,FOR_SALE,SingleFamily,2022,5,5,0,2022-09-08,159,2,-117.61253,33.432182,CA,92672,San Clemente,132 Avenida De La Paz,3400000,3469800,11220,5013,678.0,0.28 Acres,14280,0.69,0.0,2021-03-18,0,True,2,True,0,True,True,False,TSE REALTY & MANAGEMENT SERVIC,0
25595040,25595040,FOR_SALE,SingleFamily,1974,3,3,See Remarks,2022-08-26,7773,239,-117.59308,33.416,CA,92672,San Clemente,146 Calle Cuervo,1249000,1249008,5295,1992,627.0,"1,728 sqft",5246,0.69,0.0,0,['Central'],True,2,True,0,False,True,True,Compass,48
25142780,25142780,FOR_SALE,SingleFamily,2022,5,5,0,2022-09-08,123,4,-117.61264,33.431957,CA,92672,San Clemente,130 Avenida De La Paz,3200000,3284500,2528,4372,732.0,"8,712 sqft",13440,0.69,0.0,2021-03-17,"['Central', 'Natural Gas']",True,3,True,0,False,True,False,TSE REALTY & MANAGEMENT SERVIC,0
25143174,25143174,FOR_SALE,SingleFamily,1964,5,3,0,2022-09-06,1063,51,-117.60438,33.43504,CA,92672,San Clemente,205 Avenida Salvador,1975000,1975000,6499,2679,737.0,0.28 Acres,8295,0.69,0.0,0,['Central'],True,2,True,0,False,True,False,Regency Real Estate Brokers,58
25594346,25594346,FOR_SALE,SingleFamily,1966,3,3,0,2022-09-07,687,29,-117.60947,33.43574,CA,92672,San Clemente,307 Calle Felicidad,1450000,1450000,5059,1792,809.0,"7,686 sqft",6090,0.69,0.0,0,0,True,2,True,0,False,True,False,Coldwell Banker Realty,56
2061679860,2061679860,FOR_SALE,SingleFamily,1989,3,3,Cottage,2022-09-06,235,10,-117.623985,33.448185,CA,92673,San Clemente,2121 Via Aguila #181,1895888,0,0,1910,993.0,"5,900 sqft",7963,0.69,0.0,0,['Central'],True,2,True,0,False,True,False,Douglas Elliman of California,33
25142901,25142901,FOR_SALE,SingleFamily,1957,2,1,Cottage,2022-07-27,6833,226,-117.62047,33.432014,CA,92672,San Clemente,122 Chiquita,1099000,1100600,3322,874,1257.0,"3,600 sqft",4616,0.69,0.0,2022-03-23,['Wall Furnace'],True,1,True,0,False,True,False,First Team Real Estate,65
25589275,25589275,FOR_SALE,SingleFamily,1983,4,3,0,2022-06-09,3931,142,-117.63561,33.448975,CA,92673,San Clemente,2920 Calle Frontera,1599000,1597200,5850,2562,624.0,"7,564 sqft",6716,0.69,0.0,2020-09-18,['Central'],True,2,True,0,True,True,True,First Team Real Estate,39
25597101,25597101,FOR_SALE,SingleFamily,1977,3,2,0,2022-08-19,7103,119,-117.65355,33.451252,CA,92672,San Clemente,3337 Calle La Veta,949000,949700,3999,1489,637.0,"1,760 sqft",3986,0.69,0.0,0,['Central'],True,2,True,0,False,False,True,Century 21 Award,45
25654332,25654332,FOR_SALE,SingleFamily,1962,2,2,Cottage,2022-05-21,6134,65,-117.64611,33.444138,CA,92672,San Clemente,129 Monte Vis #16,899999,885300,3800,1250,720.0,"1,250 sqft",3780,0.69,0.0,0,['Forced Air'],True,1,True,0,False,True,False,"Luxre Realty, Inc.",60
25590761,25590761,FOR_SALE,SingleFamily,1994,4,3,Mediterranean,2022-09-01,1929,40,-117.62665,33.476692,CA,92673,San Clemente,3023 Brillante,1850000,1850000,5949,2956,626.0,"9,600 sqft",7770,0.69,0.0,2020-10-01,"['Central', 'Forced Air']",True,3,True,0,True,True,True,Surterre Properties,28
25143031,25143031,FOR_SALE,SingleFamily,1962,4,2,Contemporary,2022-06-14,6553,189,-117.60782,33.432888,CA,92672,San Clemente,403 Avenida San Carlos,1525000,1492900,5118,1850,824.0,"9,750 sqft",6405,0.69,0.0,2016-12-16,"['Central', 'Forced Air', 'Natural Gas']",True,2,True,0,False,True,False,Keller Williams OC Coastal Realty,60
25587295,25587295,FOR_SALE,SingleFamily,1975,3,3,0,2022-07-24,5238,85,-117.65274,33.46363,CA,92673,San Clemente,820 Calle Pluma,1250000,1227761,3999,1524,820.0,"1,467 sqft",5250,0.69,0.0,0,"['Central', 'Forced Air']",True,2,True,0,False,True,False,First Team Real Estate,47
25587314,25587314,FOR_SALE,SingleFamily,1975,2,3,Traditional,2022-08-10,4364,124,-117.65332,33.46504,CA,92673,San Clemente,858 Calle Pluma,999000,999006,3999,1145,872.0,"1,950 sqft",4196,0.69,0.0,2022-04-06,['Central'],True,2,True,0,False,False,False,Active Realty,47
25588441,25588441,FOR_SALE,SingleFamily,1984,5,3,Ranch,2022-08-04,6343,118,-117.624794,33.462517,CA,92673,San Clemente,2833 Campo Raso,1995000,1935000,7352,3297,605.0,2.30 Acres,8379,0.69,0.0,0,"['Central', 'Fireplace(s)', 'Natural Gas']",True,3,True,0,True,True,True,Berkshire Hathaway HomeServices,38
2126974957,2126974957,FOR_SALE,SingleFamily,1962,2,2,Ranch,2022-08-12,5540,109,-117.64592,33.444225,CA,92672,San Clemente,201 Monte Vis,1050000,0,0,1266,829.0,"1,266 sqft",4410,0.69,0.0,2017-06-16,['Forced Air'],True,1,True,0,False,True,False,Pacific Sotheby's Int'l Realty,60
64710818,64710818,FOR_SALE,SingleFamily,2006,5,5,0,2022-06-27,2502,59,-117.5824,33.474503,CA,92673,San Clemente,30 Via Jacobea,2288000,2236800,7199,3756,609.0,"8,800 sqft",9610,0.69,0.0,2006-03-22,0,True,2,True,0,True,True,True,Berkshire Hathaway HomeService,16
25142809,25142809,FOR_SALE,SingleFamily,1985,4,3,Custom Built,2022-06-21,4338,231,-117.61211,33.430405,CA,92672,San Clemente,132 N La Esperanza,3595000,0,0,3258,1103.0,0.31 Acres,15099,0.69,0.0,2022-02-25,"['Fireplace(s)', 'Forced Air']",True,2,True,0,False,True,True,Pacific Sotheby's Int'l Realty,37
25589668,25589668,FOR_SALE,SingleFamily,1979,4,3,Spanish,2022-07-22,3963,135,-117.64097,33.452904,CA,92673,San Clemente,3034 Calle Juarez,1549000,0,0,2987,519.0,"10,318 sqft",6506,0.69,0.0,2019-09-05,"['Central', 'ENERGY STAR Qualified Equipment', 'Fireplace(s)', 'Natural Gas']",True,3,True,0,True,True,True,The Keystone Team,43
25587098,25587098,FOR_SALE,SingleFamily,1972,3,3,0,2022-05-22,3857,74,-117.651955,33.46144,CA,92673,San Clemente,3622 Calle Casino,1149000,1049100,4262,1517,757.0,"2,232 sqft",4826,0.69,0.0,2015-03-11,['Central'],True,2,True,0,False,False,False,Compass,50
25596435,25596435,FOR_SALE,SingleFamily,1972,4,2,Ranch,2022-08-03,3969,122,-117.63421,33.445927,CA,92672,San Clemente,269 Via Ballena,1397000,1397000,5000,1834,762.0,"4,100 sqft",5867,0.69,0.0,2020-11-06,"['Central', 'Fireplace(s)']",True,2,True,0,False,True,True,REALTY ONE GROUP MASTERS,50
2063298316,2063298316,FOR_SALE,SingleFamily,2012,5,7,Mediterranean,2022-05-12,7740,179,-117.64,33.437336,CA,92672,San Clemente,1880 N El Camino Real #48-49,7900000,0,0,4500,1756.0,"6,399 sqft",33180,0.69,0.0,0,"['Fireplace(s)', 'Forced Air']",True,1,True,0,False,True,False,Pacific Sotheby's Int'l Realty,10
25598879,25598879,FOR_SALE,SingleFamily,2020,6,7,"Mediterranean,Modern,Spanish",2022-01-03,5157,73,-117.61745,33.420006,CA,92672,San Clemente,508 Avenida Victoria,5800000,5626500,8116,4752,1221.0,"4,356 sqft",24360,0.69,0.0,0,['Forced Air'],True,8,True,0,False,True,False,First Team Real Estate,2
25145132,25145132,FOR_SALE,SingleFamily,1982,4,3,Traditional,2022-08-23,3868,68,-117.599556,33.39872,CA,92672,San Clemente,3837 Vista Blanca,3200000,3163000,10229,3908,819.0,"7,290 sqft",13440,0.69,0.0,2021-07-28,['Central'],True,3,True,0,False,True,True,Century 21 Award,40
25589639,25589639,FOR_SALE,SingleFamily,1978,4,3,Mediterranean,2022-06-01,810,17,-117.64048,33.452923,CA,92673,San Clemente,523 Calle Baranda,1850000,1796100,6071,2818,656.0,"9,750 sqft",7770,0.69,0.0,0,['Central'],True,3,True,0,False,True,False,"Luxre Realty, Inc.",44
25587588,25587588,FOR_SALE,SingleFamily,1985,4,4,Custom Built,2022-08-26,2728,72,-117.64753,33.458763,CA,92673,San Clemente,5 Marbella,2695000,2655100,12260,4000,674.0,0.26 Acres,11319,0.69,0.0,2000-03-24,['Central'],True,5,True,0,False,True,True,Compass,37
25595585,25595585,FOR_SALE,SingleFamily,1976,4,3,"Spanish,Traditional",2022-09-07,254,7,-117.59985,33.41774,CA,92672,San Clemente,125 E Avenida Junipero,1895000,1899000,6851,3081,615.0,"10,042 sqft",7959,0.69,0.0,2003-04-17,"['Central', 'Forced Air', 'Natural Gas']",True,2,True,0,False,True,False,Pacific Sotheby's Int'l Realty,46
25589062,25589062,FOR_SALE,SingleFamily,1969,3,2,0,2022-08-06,4147,84,-117.64467,33.454628,CA,92673,San Clemente,606 Calle Vicente,1349988,1349994,5000,1872,721.0,"6,000 sqft",5670,0.69,0.0,2015-08-21,"['Central', 'Fireplace(s)']",True,2,True,0,False,True,False,Regency Real Estate Brokers,53
25595655,25595655,FOR_SALE,SingleFamily,1980,4,3,Cape Cod,2022-09-02,2673,79,-117.59879,33.4183,CA,92672,San Clemente,2123 Entrada Paraiso,1695000,1695141,6499,2393,708.0,0.34 Acres,7119,0.69,0.0,2001-06-05,"['Central', 'Fireplace(s)', 'Forced Air', 'Natural Gas']",True,3,True,0,False,True,True,Pacific Sotheby's Int'l Realty,42
25589796,25589796,FOR_SALE,SingleFamily,1987,3,2,0,2022-08-10,3509,73,-117.63188,33.460938,CA,92673,San Clemente,2864 Calle Esteban,1495000,1471600,5102,1874,798.0,0.32 Acres,6279,0.69,0.0,0,0,True,3,True,0,False,True,False,Berkshire Hathaway HomeServic,35
25587064,25587064,FOR_SALE,SingleFamily,1972,3,3,Spanish,2022-08-13,5852,124,-117.653435,33.460716,CA,92673,San Clemente,3543 Calle La Quinta,1150000,1142000,4140,1682,684.0,"1,968 sqft",4830,0.69,0.0,2004-05-28,"['Central', 'Fireplace(s)', 'Forced Air', 'Natural Gas']",True,2,True,0,False,True,False,First Team Real Estate,50
25598424,25598424,FOR_SALE,SingleFamily,1964,2,1,0,2022-07-28,4320,49,-117.64058,33.44078,CA,92672,San Clemente,340 Camino San Clemente,947500,948115,3200,1064,891.0,"2,002 sqft",3980,0.69,0.0,2000-05-17,['Central'],True,1,True,0,False,True,False,Bullock Russell RE Services,58
25600259,25600259,FOR_SALE,SingleFamily,1979,3,3,Traditional,2022-06-15,5727,94,-117.60578,33.415817,CA,92672,San Clemente,138 W Avenida San Antonio,1888000,1886500,5814,2363,799.0,"5,050 sqft",7930,0.69,0.0,0,['Central'],True,2,True,"Unfinished,Utility",False,True,False,"HomeSmart, Evergreen Realty",43
25590350,25590350,FOR_SALE,SingleFamily,1985,3,2,0,2022-07-23,497,9,-117.63394,33.475468,CA,92673,San Clemente,2908 Obrajero,1300000,1291200,4086,1364,953.0,0.27 Acres,5460,0.69,0.0,0,0,True,2,True,0,False,True,False,a HB Realty,37
25593837,25593837,FOR_SALE,SingleFamily,1998,3,2,0,2022-08-28,2611,34,-117.61087,33.457645,CA,92673,San Clemente,54 Via Palacio,1325000,1325000,5281,1929,687.0,"6,106 sqft",5565,0.69,0.0,1998-11-03,"['Central', 'Fireplace(s)']",True,2,True,0,False,True,False,CENTURY 21 CITRUS REALTY INC,24
25594238,25594238,FOR_SALE,SingleFamily,1972,3,4,0,2022-05-10,3413,119,-117.609215,33.438057,CA,92672,San Clemente,946 Avenida Presidio,2599999,2489800,5999,2000,1300.0,"9,940 sqft",10920,0.69,0.0,2021-07-28,['Central'],True,2,True,0,True,False,False,Realty One Group West,50
333255684,333255684,FOR_SALE,SingleFamily,2022,4,5,Cape Cod,2022-08-12,4248,114,-117.636986,33.441795,CA,92672,San Clemente,210 Via Socorro,4750000,4649700,14704,4053,1172.0,0.28 Acres,19950,0.69,0.0,2021-05-21,"['Baseboard', 'Central', 'ENERGY STAR Qualified Equipment', 'High Efficiency']",True,3,True,0,False,True,False,Coldwell Banker Realty,0
25595807,25595807,FOR_SALE,SingleFamily,1987,3,5,Mediterranean,2022-07-21,3010,66,-117.59948,33.43252,CA,92672,San Clemente,706 Calle Monserrat,2250000,2237900,12260,3671,613.0,"8,000 sqft",9450,0.69,0.0,2010-05-05,['Central'],True,3,True,0,False,True,False,REALTY MASTERS & ASSOC. INC.,35
25589378,25589378,FOR_SALE,SingleFamily,1984,4,3,Traditional,2022-06-20,2744,45,-117.6344,33.450897,CA,92673,San Clemente,522 Calle Cuadra,1599999,1576000,5799,2479,645.0,"7,704 sqft",6720,0.69,0.0,2007-02-07,['Central'],True,3,True,0,True,True,True,Century 21 Award,38
25595504,25595504,FOR_SALE,SingleFamily,1977,4,4,"Contemporary,Traditional",2022-06-07,2905,76,-117.60112,33.417698,CA,92672,San Clemente,115 E Avenida Cornelio,1899000,1861121,8500,2940,646.0,"7,044 sqft",7976,0.69,0.0,2013-03-21,"['Electric', 'Forced Air']",True,2,True,0,False,True,True,Compass,45
25597123,25597123,FOR_SALE,SingleFamily,1974,3,3,0,2022-08-01,4548,44,-117.65235,33.451168,CA,92672,San Clemente,3306 Calle La Veta,1175000,973900,4294,1754,670.0,"1,832 sqft",4935,0.69,0.0,1995-11-17,"['Central', 'Fireplace(s)', 'Forced Air']",True,2,True,0,False,True,True,"Alexander Realty, Broker",48
63114804,63114804,FOR_SALE,SingleFamily,2004,5,6,Mediterranean,2022-06-21,3621,132,-117.60602,33.479904,CA,92673,San Clemente,23 Calle Canela,2795000,0,0,4706,594.0,"9,632 sqft",11739,0.69,0.0,2017-05-10,"['Fireplace(s)', 'Forced Air']",True,4,True,0,True,True,True,Pacific Sotheby's Int'l Realty,18
305145854,305145854,FOR_SALE,SingleFamily,2017,4,5,0,2022-07-13,2576,45,-117.63032,33.435722,CA,92672,San Clemente,321 Via Pamplona,3088000,3022736,14409,3612,855.0,"5,940 sqft",12970,0.69,0.0,2017-05-17,0,True,2,True,0,False,True,False,Compass,5
25593774,25593774,FOR_SALE,SingleFamily,1996,4,3,0,2022-07-28,5488,98,-117.5942,33.445602,CA,92672,San Clemente,67 Chapital,1350000,1413800,5749,2700,500.0,"5,040 sqft",5670,0.69,0.0,2001-02-28,0,True,2,True,0,False,True,False,Harcourts Prime Properties,26
25143182,25143182,FOR_SALE,SingleFamily,1963,3,2,Traditional,2022-07-30,2454,59,-117.60275,33.433792,CA,92672,San Clemente,403 Avenida Salvador,2149000,2185300,5629,1932,1112.0,"9,516 sqft",9026,0.69,0.0,2021-07-12,['Central'],True,2,True,0,False,True,False,Mission Group Realty,59
69250620,69250620,FOR_SALE,SingleFamily,2009,4,4,Contemporary,2022-07-30,2346,67,-117.58552,33.48198,CA,92673,San Clemente,40 Via Timon,1690000,1690000,6749,3453,489.0,"7,154 sqft",7098,0.69,0.0,2009-07-22,['Forced Air'],True,2,True,0,False,True,True,SoCa Real Estate Group,13
54974192,54974192,FOR_SALE,SingleFamily,2001,4,4,Modern,2022-08-03,3038,108,-117.61902,33.467377,CA,92673,San Clemente,4434 Mar Escarpa,2695000,2663100,9409,4303,626.0,"8,628 sqft",11319,0.69,0.0,2022-05-03,['Central'],True,2,True,0,True,True,True,The Brokeredge,21
69250483,69250483,FOR_SALE,SingleFamily,2006,5,3,Spanish,2022-08-06,1008,17,-117.582954,33.48565,CA,92673,San Clemente,38 Via Regalo,1699000,1687100,5650,2987,569.0,"5,489 sqft",7136,0.69,0.0,2006-12-29,"['Central', 'ENERGY STAR Qualified Equipment', 'Natural Gas']",True,2,True,0,False,True,True,Huntington Harbour Real Estate,16
25144674,25144674,FOR_SALE,SingleFamily,1961,3,2,Mid Century Modern,2022-08-18,4163,88,-117.60751,33.409107,CA,92672,San Clemente,2314 Calle Monte Cristo,4995000,0,0,2145,2329.0,0.30 Acres,20979,0.69,0.0,0,0,True,2,True,0,False,True,False,Pacific Sotheby's Int'l Realty,61
63115026,63115026,FOR_SALE,SingleFamily,2004,4,4,0,2022-06-06,2431,77,-117.601746,33.474464,CA,92673,San Clemente,19 Via Destino,1599000,1563400,7500,3147,508.0,"6,520 sqft",6716,0.69,0.0,2010-11-18,['Forced Air'],True,3,True,0,False,True,False,Partners Real Estate Group,18
25600920,25600920,FOR_SALE,SingleFamily,1950,4,4,"Craftsman,Custom Built,Traditional",2022-08-03,3740,64,-117.60897,33.411842,CA,92672,San Clemente,501 W Avenida De Los Lobos Marinos,3125000,3087600,8500,3027,1032.0,"7,824 sqft",13125,0.69,0.0,0,"['Central', 'Fireplace(s)', 'Forced Air']",True,2,True,0,False,True,True,Pacific Sotheby's Int'l Realty,72
61499550,61499550,FOR_SALE,SingleFamily,2003,5,5,Craftsman,2022-06-15,2970,72,-117.621445,33.45868,CA,92673,San Clemente,1715 Colina Terrestre,1750000,1701700,8147,3150,556.0,"5,945 sqft",7350,0.69,0.0,2003-09-23,['Central'],True,2,True,0,False,True,True,Keller Williams OC Coastal Realty,19
25595853,25595853,FOR_SALE,SingleFamily,1987,4,5,0,2022-06-08,2313,43,-117.59889,33.43298,CA,92672,San Clemente,711 Calle Monserrat,2198000,2244400,9852,3700,594.0,"10,500 sqft",9232,0.69,0.0,2000-05-18,['Central'],True,3,True,0,True,True,True,First Team Real Estate,35
25595404,25595404,FOR_SALE,SingleFamily,1980,2,3,"Mediterranean,Spanish",2022-08-06,2890,96,-117.591415,33.42015,CA,92672,San Clemente,521 Avenida Buenos Aires,1850000,1821400,6499,2464,751.0,0.32 Acres,7770,0.69,0.0,2013-07-30,['Central'],True,2,True,0,False,True,False,Coldwell Banker Realty,42
25144747,25144747,FOR_SALE,SingleFamily,1970,4,2,0,2022-07-14,3301,49,-117.6084,33.41077,CA,92672,San Clemente,521 W Avenida De Los Lobos Marinos,2799000,2750900,5140,1920,1458.0,0.37 Acres,11756,0.69,0.0,2014-11-21,['Forced Air'],True,2,True,0,False,True,False,Conrad Realtors Inc,52
25142776,25142776,FOR_SALE,SingleFamily,1990,4,4,"Contemporary,Modern",2022-04-27,2817,147,-117.611046,33.431362,CA,92672,San Clemente,107 Avenida Patero De Oro,4349000,4181600,12777,5086,855.0,"10,500 sqft",18266,0.69,0.0,2021-03-19,"['Fireplace(s)', 'Zoned']",True,3,True,0,False,True,False,Compass,32
83292394,83292394,FOR_SALE,SingleFamily,2007,4,4,0,2022-05-12,2452,29,-117.62399,33.43371,CA,92672,San Clemente,103 Calle Bonito,2200000,0,5558,2100,1048.0,"4,400 sqft",9240,0.69,0.0,2002-12-06,"['Central', 'Fireplace(s)', 'Forced Air']",True,4,True,0,False,True,False,Listed Simply,15
25144504,25144504,FOR_SALE,SingleFamily,1976,4,4,0,2022-04-22,4262,29,-117.60495,33.40747,CA,92672,San Clemente,236 Avenida Montalvo,2597000,2508600,2882,3500,742.0,"8,100 sqft",10907,0.69,0.0,2021-09-29,"['Central', 'Fireplace(s)']",True,3,True,0,False,True,False,OC Furnished Rentals,46
25589243,25589243,FOR_SALE,SingleFamily,1983,4,3,0,2022-06-16,1561,29,-117.630745,33.457443,CA,92673,San Clemente,819 Calle Vallarta,1600000,1569653,5949,2987,536.0,"7,020 sqft",6720,0.69,0.0,1998-07-30,"['Electric', 'Fireplace(s)']",True,3,True,0,False,True,True,"HomeSmart, Evergreen Realty",39
25600213,25600213,FOR_SALE,SingleFamily,1961,4,3,0,2022-07-29,2811,42,-117.6061,33.41698,CA,92672,San Clemente,122 W Avenida De Los Lobos Marinos,1750000,1754100,5728,2294,763.0,"5,775 sqft",7350,0.69,0.0,0,['Central'],True,3,True,0,False,True,False,First Team Real Estate,61
59727368,59727368,FOR_SALE,SingleFamily,2001,2,2,"Contemporary,Mediterranean",2022-06-25,2192,27,-117.57822,33.45996,CA,92673,San Clemente,1 Camino Alenza,1355000,1332200,4988,2055,659.0,"5,199 sqft",5691,0.69,0.0,2022-04-06,['Central'],True,2,True,0,False,True,False,First Team Real Estate,21
61644453,61644453,FOR_SALE,SingleFamily,2003,5,5,Traditional,2022-07-15,1458,83,-117.61777,33.461678,CA,92673,San Clemente,2712 Calle Estrella De Mar,2750000,0,0,4458,617.0,"8,715 sqft",11550,0.69,0.0,2019-09-23,"['Fireplace(s)', 'Forced Air']",True,3,True,0,False,True,True,Pacific Sotheby's Int'l Realty,19
25596591,25596591,FOR_SALE,SingleFamily,1996,6,3,Cape Cod,2022-06-25,3322,54,-117.646034,33.442715,CA,92672,San Clemente,2813 La Ventana,5750000,5617700,12966,4034,1425.0,"6,060 sqft",24150,0.69,0.0,0,['Central'],True,3,True,Sump Pump,False,True,False,Lantern Bay Realty,26
25589549,25589549,FOR_SALE,SingleFamily,1979,5,3,Traditional,2022-08-10,3170,33,-117.637184,33.45661,CA,92673,San Clemente,612 Calle Ganadero,1699900,1699500,6249,2673,636.0,"8,932 sqft",7140,0.69,0.0,2013-05-10,['Central'],True,2,True,0,False,True,False,KW COLLEGE PARK,43
25593541,25593541,FOR_SALE,SingleFamily,1987,4,3,Mediterranean,2022-05-11,1632,38,-117.59999,33.444164,CA,92672,San Clemente,908 Via De Angeles,1999995,1949200,5799,2427,824.0,"7,500 sqft",8400,0.69,0.0,2004-03-05,"['Central', 'Fireplace(s)', 'Forced Air']",True,3,True,0,False,True,False,First Team Real Estate,35
64789185,64789185,FOR_SALE,SingleFamily,2005,4,3,Mediterranean,2022-08-03,2324,73,-117.58077,33.478764,CA,92673,San Clemente,32 Via Armilla,1685900,0,0,2857,590.0,"6,164 sqft",7081,0.69,0.0,2012-10-12,"['Fireplace(s)', 'Forced Air']",True,3,True,0,False,True,True,Pacific Sotheby's Int'l Realty,17
241630942,241630942,FOR_SALE,SingleFamily,2020,3,5,"Custom Built,Mediterranean,Spanish",2022-08-04,1755,45,-117.61192,33.43068,CA,92672,San Clemente,121 Avenida Pizarro,3999999,3952500,2378,3400,1176.0,"9,487 sqft",16800,0.69,0.0,2017-07-21,"['Central', 'ENERGY STAR Qualified Equipment']",True,2,True,Sump Pump,False,True,True,Berkshire Hathaway HomeService,2
25588795,25588795,FOR_SALE,SingleFamily,1996,4,3,0,2022-07-07,1715,18,-117.62138,33.44894,CA,92673,San Clemente,2317 Via Zafiro,1750000,1719174,5799,2763,633.0,"5,632 sqft",7350,0.69,0.0,1995-11-30,['Central'],True,2,True,0,False,True,False,Keller Williams Realty,26
2062574976,2062574976,FOR_SALE,SingleFamily,1956,3,3,0,2022-07-09,4085,17,-117.62812,33.432224,CA,92672,San Clemente,1602 N El Camino Real,1699000,0,0,3400,500.0,"2,178 sqft",7136,0.69,0.0,0,0,True,1,True,0,False,False,False,Networth Realty of Los Angeles,66
246151698,246151698,FOR_SALE,SingleFamily,2016,3,4,0,2022-08-02,1997,31,-117.63205,33.440937,CA,92672,San Clemente,207 Via Galicia,2299000,2261800,7292,2488,924.0,"5,233 sqft",9656,0.69,0.0,2016-08-16,['Central'],True,2,True,0,False,True,False,Keller Williams OC Coastal Realty,6
25588769,25588769,FOR_SALE,SingleFamily,1995,4,4,0,2022-07-13,1498,35,-117.62329,33.449528,CA,92673,San Clemente,2402 Via Mero,2399750,2369500,10203,3339,719.0,"4,800 sqft",10079,0.69,0.0,2019-11-01,['Central'],True,3,True,0,False,True,False,Re/Max Coastal Homes,27
25589442,25589442,FOR_SALE,SingleFamily,1988,4,3,0,2022-07-27,1629,23,-117.63338,33.454388,CA,92673,San Clemente,318 Calle Corral,1859000,0,0,3083,603.0,"7,590 sqft",7808,0.69,0.0,2010-02-05,['Forced Air'],True,3,True,0,False,True,False,Berkshire Hathaway HomeServic,34
54973655,54973655,FOR_SALE,SingleFamily,2000,5,3,Craftsman,2022-07-08,1131,25,-117.61608,33.475937,CA,92673,San Clemente,6507 Ladera Brisa,1649999,1620643,5899,3088,534.0,"6,443 sqft",6930,0.69,0.0,2019-09-11,"['Central', 'Forced Air']",True,3,True,0,False,True,True,Re/Max Coastal Homes,22
